ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2046,24,RN,Rio Grande do Norte,3489679,471996,2263349,1007614,754334,211183,0.135254847222338,0.648583723603231,0.288741170749516,0.216161429174431,0.0605164543787552
2047,24,RN,Rio Grande do Norte,3482269,467089,2240798,1028842,774382,219537,0.134133520414419,0.643487909750798,0.295451615024572,0.222378569834783,0.063044239258943
2048,24,RN,Rio Grande do Norte,3473936,462227,2217294,1048646,794415,227318,0.133055703962307,0.638265644502374,0.301861059040811,0.228678651535319,0.0654352872361494
2049,24,RN,Rio Grande do Norte,3464665,457350,2192975,1067076,814340,234628,0.132004104292911,0.632954412619979,0.307988218197142,0.235041483087109,0.0677202557823051
2050,24,RN,Rio Grande do Norte,3454421,452426,2168189,1084246,833806,241532,0.130970139424233,0.627656270037729,0.313871991862023,0.241373590538038,0.0699196768430947
2051,24,RN,Rio Grande do Norte,3443210,447449,2143390,1100364,852371,248128,0.129951121192143,0.622497611240674,0.31957504770258,0.247551267567183,0.0720629877352819
2052,24,RN,Rio Grande do Norte,3431048,442437,2118883,1115587,869728,254518,0.128950979409207,0.617561456441297,0.325144678826994,0.253487564149496,0.0741808333780233
2053,24,RN,Rio Grande do Norte,3417963,437390,2094855,1129897,885718,260673,0.12796803242165,0.612895751065766,0.330576135552082,0.259136216512584,0.0762656003005299
2054,24,RN,Rio Grande do Norte,3403950,432264,2071279,1143223,900407,266655,0.126988939320495,0.608492780446246,0.335851877965305,0.264518280233258,0.0783369320935971
2055,24,RN,Rio Grande do Norte,3389012,427051,2048033,1155625,913928,272738,0.126010471488446,0.604315653057587,0.340991710858504,0.269673875453967,0.0804771420107099
2056,24,RN,Rio Grande do Norte,3373190,421771,2024914,1167190,926505,279226,0.125036241658489,0.600296455284167,0.346019643127129,0.274667303057343,0.0827780231768741
2057,24,RN,Rio Grande do Norte,3356519,416454,2001764,1177989,938301,286312,0.124073184152987,0.596380953005182,0.350955558422282,0.279545862841831,0.0853002768642156
2058,24,RN,Rio Grande do Norte,3339043,411119,1978629,1188048,949295,294045,0.123124799530884,0.592573680542599,0.355804941715336,0.284301519926518,0.0880626574740128
2059,24,RN,Rio Grande do Norte,3320768,405757,1955597,1197335,959414,302330,0.122187698749205,0.588899013722127,0.360559665715883,0.288913287528668,0.0910421926494112
2060,24,RN,Rio Grande do Norte,3301724,400385,1932614,1205598,968725,311047,0.121265435875318,0.585334812964379,0.365141968256584,0.293399751160303,0.0942074504107551
2061,24,RN,Rio Grande do Norte,3281939,395042,1909612,1212327,977285,319993,0.120368477293454,0.581854812048609,0.369393520111129,0.297776710657937,0.097501202795055
2062,24,RN,Rio Grande do Norte,3261449,389755,1886535,1217617,985159,328985,0.11950363166801,0.578434616024963,0.373336207311535,0.302061752307027,0.100870809262999
2063,24,RN,Rio Grande do Norte,3240282,384556,1863369,1221657,992357,337984,0.118679793919171,0.575063837036406,0.377021814767974,0.306256369044423,0.104306970813034
2064,24,RN,Rio Grande do Norte,3218457,379466,1840159,1224680,998832,346905,0.117903082129107,0.571751929573706,0.380517744993952,0.310344988297187,0.107786122356148
2065,24,RN,Rio Grande do Norte,3195999,374505,1817159,1226891,1004335,355495,0.117179323272629,0.568573081531002,0.383883411728226,0.314247595196369,0.11123126133644
2066,24,RN,Rio Grande do Norte,3172931,369690,1794867,1229437,1008374,363414,0.116513721855281,0.565681069017889,0.387476752567263,0.317805209126829,0.114535739983
2067,24,RN,Rio Grande do Norte,3149289,365034,1773214,1229742,1011041,370428,0.11590997206036,0.563052168283063,0.390482423175517,0.321037859656576,0.117622739608845
2068,24,RN,Rio Grande do Norte,3125096,360551,1752010,1229455,1012535,376423,0.115372775748329,0.560625977569969,0.39341351433684,0.324001246681702,0.120451659725013
2069,24,RN,Rio Grande do Norte,3100376,356261,1731011,1229043,1013104,381452,0.114908965880267,0.558322925993492,0.396417402276369,0.32676810812624,0.123034109411246
2070,24,RN,Rio Grande do Norte,3075174,352188,1710032,1226988,1012954,385644,0.114526202419766,0.556076501687384,0.398997910362145,0.32939729589285,0.12540558680582
2000,25,PB,Paraíba,3500188,1092897,2147051,363663,260240,63372,0.31223951399182,0.613410193966724,0.103898133471688,0.0743502920414561,0.0181053132003195
2001,25,PB,Paraíba,3534522,1081865,2187414,370518,265243,65787,0.306085235853674,0.618871236336908,0.104828319076809,0.0750435278094181,0.0186127006706989
2002,25,PB,Paraíba,3568570,1071348,2226297,377067,270925,67652,0.300217734274513,0.623862499544636,0.105663332931679,0.0759197661808512,0.0189577337701096
2003,25,PB,Paraíba,3602131,1061245,2263826,383672,277060,69189,0.294615881543453,0.628468537096513,0.106512506069324,0.0769155813600338,0.0192077967181094
2004,25,PB,Paraíba,3635226,1051466,2300362,390884,283398,70649,0.289243639872734,0.632797520704352,0.107526739740528,0.0779588394229135,0.0194345551005632
2005,25,PB,Paraíba,3667851,1041802,2336303,399048,289746,72169,0.284036074529745,0.636967804853578,0.108796131576773,0.0789961206166772,0.0196760991654241
2006,25,PB,Paraíba,3699871,1031912,2371941,408270,296018,73805,0.278904859115358,0.641087486563721,0.110347090479641,0.0800076543209209,0.0199479927813699
2007,25,PB,Paraíba,3729368,1020010,2407186,418263,302172,75447,0.273507468289533,0.645467543026057,0.112153855559441,0.0810249886844098,0.0202305055441029
2008,25,PB,Paraíba,3757574,1007693,2441557,428720,308324,76944,0.268176488340616,0.649769505537349,0.114094892076643,0.0820540061220351,0.0204770418360357
2009,25,PB,Paraíba,3786420,996820,2474677,439555,314923,78277,0.263261867410377,0.65356642950333,0.11608722751306,0.0831717030862926,0.0206730896202746
2010,25,PB,Paraíba,3812591,985860,2504595,450549,322136,79321,0.258580057498955,0.656927270719571,0.118173966208282,0.0844926717814735,0.0208050116049689
2011,25,PB,Paraíba,3835568,974138,2531435,461611,329995,80058,0.253974900197311,0.659989602582981,0.120350101992717,0.0860354972197077,0.0208725278759235
2012,25,PB,Paraíba,3858388,961640,2558264,472896,338484,80676,0.249233617769908,0.663039590626966,0.122563101481759,0.0877267916031255,0.0209092501842738
2013,25,PB,Paraíba,3881604,948474,2585613,484542,347517,81451,0.244351046629177,0.666119727823858,0.124830353637311,0.0895292255469646,0.0209838510059244
2014,25,PB,Paraíba,3905995,936095,2612932,496705,356968,82704,0.239655964741378,0.66895426133418,0.127164781316924,0.0913897739244418,0.0211736062130136
2015,25,PB,Paraíba,3932039,926043,2639494,509209,366502,84495,0.235512160484675,0.671278692810524,0.12950253036656,0.0932091467048013,0.0214888509498507
2016,25,PB,Paraíba,3957455,915764,2665470,522086,376221,86972,0.231402252205016,0.673531347798017,0.131924683919337,0.0950663999969678,0.0219767502094149
2017,25,PB,Paraíba,3981512,904511,2690613,535594,386388,90123,0.227177765632755,0.675776689860535,0.134520252607552,0.09704554450671,0.0226353706832982
2018,25,PB,Paraíba,4008413,896296,2715148,549992,396969,93613,0.223603705506394,0.67736233766331,0.137209414299375,0.0990339568302967,0.0233541304251832
2019,25,PB,Paraíba,4037810,889438,2740491,565546,407881,97041,0.220277328551864,0.678707269534723,0.140062558664226,0.101015401913413,0.024033077336477
2020,25,PB,Paraíba,4064935,881590,2765175,581312,418170,99782,0.216876776627425,0.680250729716465,0.143006468738123,0.10287249365611,0.0245470099767893
2021,25,PB,Paraíba,4087783,873868,2786621,596678,427294,101604,0.213775535540903,0.681694943200263,0.14596616307666,0.104529521258834,0.0248555268222408
2022,25,PB,Paraíba,4106026,865744,2803726,613099,436556,103154,0.210847179243385,0.682832013241027,0.14931688206553,0.106320807515588,0.0251225881180489
2023,25,PB,Paraíba,4124468,856467,2819745,632688,448256,105514,0.20765514485747,0.683662717228016,0.153398692873845,0.108682137914514,0.0255824508760887
2024,25,PB,Paraíba,4145040,846506,2836137,654939,462397,108940,0.204221430915021,0.684224277690927,0.158005471599792,0.111554291394052,0.0262820141663289
2025,25,PB,Paraíba,4164468,836101,2850645,677937,477722,112889,0.200770182409854,0.684516005405733,0.16279078143955,0.114713812184413,0.0271076641722304
2026,25,PB,Paraíba,4182828,825684,2862895,701081,494249,117320,0.197398506465004,0.684440048694328,0.16760933033823,0.118161444840668,0.0280480096241108
2027,25,PB,Paraíba,4200175,815599,2872771,723952,511805,122045,0.194182147172439,0.683964596713232,0.172362342045272,0.121853256114329,0.0290571226198908
2028,25,PB,Paraíba,4216549,805801,2880510,746409,530238,126873,0.191104384177677,0.683143964412604,0.177018931832643,0.125751651409719,0.030089298144051
2029,25,PB,Paraíba,4232037,794954,2887365,768603,549718,131735,0.187841930493519,0.682263647505917,0.18161537812642,0.129894422000564,0.0311280359788915
2030,25,PB,Paraíba,4246698,781755,2895084,790702,569859,136620,0.184085376450127,0.681725896213953,0.18619218979075,0.134188727335921,0.032170877232146
2031,25,PB,Paraíba,4260413,768670,2901648,812928,590095,141510,0.180421475570561,0.681071999357809,0.190809670330083,0.13850652507163,0.0332150897107863
2032,25,PB,Paraíba,4273030,756479,2906531,835472,610020,146458,0.177035733425696,0.680203743011399,0.195522147047879,0.142760523562905,0.0342749758368184
2033,25,PB,Paraíba,4284557,741576,2913478,858265,629503,151453,0.173081137676544,0.679995154691605,0.200315925310365,0.146923707631851,0.0353485786278488
2034,25,PB,Paraíba,4295041,725994,2920365,881312,648682,156562,0.169030749648257,0.679938794530716,0.205192918996582,0.151030455821027,0.0364518056987116
2035,25,PB,Paraíba,4304532,712071,2924736,904905,667725,161868,0.165423558240478,0.679455048771853,0.210221459615122,0.15512139298767,0.037604087970539
2036,25,PB,Paraíba,4313025,698632,2927564,929350,686829,167312,0.161981903652309,0.678772787080993,0.215475217509752,0.159245309266698,0.0387922629708847
2037,25,PB,Paraíba,4320497,687525,2926802,954838,706170,172904,0.159130998123595,0.677422528010088,0.221001889365969,0.163446473866317,0.0400194699822729
2038,25,PB,Paraíba,4326950,678060,2923215,981389,725675,178809,0.156706224939045,0.675583263037474,0.22680849096939,0.167710512023481,0.0413244895365096
2039,25,PB,Paraíba,4332397,668399,2918647,1008847,745351,185310,0.15427925926456,0.673679489668191,0.232861162077252,0.17204125106725,0.0427730884311849
2040,25,PB,Paraíba,4336837,659423,2911947,1036941,765467,192550,0.152051598895693,0.671444880220308,0.239100754766665,0.176503520883999,0.044398717314024
2041,25,PB,Paraíba,4340269,651035,2902899,1065261,786335,200529,0.149998767357507,0.66882928224034,0.245436630771042,0.181171950402153,0.0462019750388743
2042,25,PB,Paraíba,4342662,643167,2891365,1093440,808130,209101,0.148104319424353,0.665804752937254,0.251790261365034,0.186090927638393,0.0481504201800647
2043,25,PB,Paraíba,4344015,635762,2877375,1121393,830878,218140,0.146353546200922,0.662376856433507,0.258146668462241,0.191269597365571,0.0502162170250333
2044,25,PB,Paraíba,4344308,628743,2861144,1149051,854421,227753,0.144727998106948,0.658596029563281,0.264495749380569,0.19667597232977,0.0524256107071598
2045,25,PB,Paraíba,4343536,622013,2843015,1176090,878508,237648,0.143204292539535,0.654539297015151,0.270767872074734,0.202256410445315,0.0547130264374464
2046,25,PB,Paraíba,4341673,615515,2823435,1202087,902723,247402,0.141769083023986,0.650310375746861,0.276871841799233,0.207920541229153,0.0569831030572777
2047,25,PB,Paraíba,4338718,609224,2802773,1226755,926721,256725,0.140415671172913,0.645991050812705,0.282745963208487,0.213593278014381,0.0591707043416972
2048,25,PB,Paraíba,4334676,603130,2781123,1249938,950423,265529,0.139140733932594,0.641598818458404,0.288357884187884,0.219260447609002,0.061256942848785
2049,25,PB,Paraíba,4329534,597151,2758604,1271670,973779,273935,0.137925005323899,0.637159564978587,0.293719832203651,0.224915429697515,0.0632712435102715
2050,25,PB,Paraíba,4323251,591211,2735574,1292051,996466,282067,0.136751486323602,0.632758542124896,0.298860972911358,0.230489971551501,0.0652441877651795
2051,25,PB,Paraíba,4315812,585281,2712432,1311300,1018099,290090,0.135613182409243,0.628487061067535,0.303836219001198,0.235899756523222,0.0672156247769829
2052,25,PB,Paraíba,4307236,579382,2689452,1329581,1038402,298148,0.134513641695045,0.62440321356898,0.308685430749557,0.241083144735975,0.0692202609747875
2053,25,PB,Paraíba,4297539,573524,2666779,1346851,1057236,306210,0.133454053587414,0.620536311596009,0.3134005299312,0.246009634816578,0.071252407482515
2054,25,PB,Paraíba,4286716,567639,2644426,1363083,1074651,314297,0.132418149464532,0.616888545917201,0.317978377853816,0.250693304618267,0.0733188296122253
2055,25,PB,Paraíba,4274737,561689,2622275,1378448,1090773,322630,0.131397323390889,0.613435399651487,0.32246381473293,0.255167276957623,0.0754736490221504
2056,25,PB,Paraíba,4261605,555663,2600124,1393172,1105818,331440,0.130388198812419,0.610127874357196,0.326912513008597,0.259483926830384,0.0777735149081156
2057,25,PB,Paraíba,4247364,549605,2577794,1407412,1119965,340877,0.129399081406727,0.606916195550935,0.33136128667098,0.263684723042339,0.08025613062596
2058,25,PB,Paraíba,4232055,543531,2555336,1421211,1133188,350960,0.128431932004664,0.603805007260066,0.33582054108465,0.267763060735269,0.0829289789475798
2059,25,PB,Paraíba,4215674,537410,2532801,1434507,1145463,361587,0.12747902233427,0.600805707462199,0.340279395418147,0.271715270203531,0.0857720497362937
2060,25,PB,Paraíba,4198229,531239,2510021,1447088,1156969,372567,0.126538833398559,0.597876152063168,0.34469010623289,0.275585014538273,0.088743848894379
2061,25,PB,Paraíba,4179742,525041,2486782,1459062,1167919,383595,0.125615648047176,0.594960645896326,0.349079440788451,0.279423706056498,0.0917748033251813
2062,25,PB,Paraíba,4160246,518841,2462950,1470294,1178455,394405,0.124714019315204,0.592020279570006,0.353415158622831,0.28326570111479,0.0948032880747917
2063,25,PB,Paraíba,4139796,512669,2438519,1480646,1188608,404938,0.123839194008594,0.589043276528602,0.357661585256858,0.287117529462804,0.097815931026553
2064,25,PB,Paraíba,4118401,506541,2413566,1489969,1198294,415144,0.122994579692458,0.586044438120523,0.361783371750347,0.290960982187019,0.100802228826188
2065,25,PB,Paraíba,4096083,500494,2388271,1498149,1207318,424808,0.122188441982255,0.58306215962909,0.365751621732274,0.294749398388656,0.103710789063601
2066,25,PB,Paraíba,4072880,494544,2362543,1505051,1215793,433646,0.121423660898431,0.58006693052582,0.369529914949618,0.29850940857575,0.106471587672605
2067,25,PB,Paraíba,4048846,488695,2336543,1509241,1223608,441471,0.120699824098027,0.577088632168277,0.372758311874544,0.302211543733696,0.109036253786881
2068,25,PB,Paraíba,4024017,482971,2310404,1512058,1230642,448211,0.120022107262469,0.574153638018925,0.375758352909543,0.305824254718606,0.111383972781427
2069,25,PB,Paraíba,3998432,477410,2284256,1515001,1236766,453917,0.119399304527375,0.571287944874391,0.378898778321102,0.309312750598234,0.113523751310514
2070,25,PB,Paraíba,3972167,472034,2258238,1517002,1241895,458729,0.118835386326909,0.56851537208783,0.381907910719766,0.312649241585261,0.115485829271529
2000,26,PE,Pernambuco,8149336,2550180,5086390,733512,512766,111439,0.312931016711055,0.624147783328605,0.0900088056253908,0.0629211999603403,0.0136746110357948
2001,26,PE,Pernambuco,8236052,2532209,5180602,748265,523241,114736,0.307454226855294,0.629015212628575,0.0908523889844309,0.0635305605161308,0.0139309465263211
2002,26,PE,Pernambuco,8321143,2513933,5271941,763353,535269,117817,0.302113904303772,0.633559716495679,0.0917365559034378,0.0643263792005497,0.0141587519887592
2003,26,PE,Pernambuco,8404555,2495861,5360436,779069,548258,120861,0.29696527656729,0.637801287516115,0.0926960439904314,0.0652334359165952,0.0143804163337619
2004,26,PE,Pernambuco,8486414,2478193,5446541,796088,561680,123991,0.292018866861786,0.641795344888901,0.093807349016911,0.0661857882493124,0.0146105292529919
2005,26,PE,Pernambuco,8567075,2460677,5530996,815129,575402,127329,0.2872248696317,0.645610783143605,0.0951467099330869,0.0671643472246945,0.0148625989617226
2006,26,PE,Pernambuco,8645942,2441955,5614536,836563,589451,130956,0.282439438062388,0.649383953766981,0.0967578778576123,0.0681766081706308,0.0151465277005097
2007,26,PE,Pernambuco,8721073,2419854,5697281,860132,603938,134758,0.277472049597567,0.653277526744702,0.0986268547459699,0.0692504236577311,0.0154519977071629
2008,26,PE,Pernambuco,8795257,2397629,5778635,885254,618993,138491,0.272604768683849,0.657017185512601,0.100651294214598,0.0703780458035507,0.0157461004266277
2009,26,PE,Pernambuco,8868632,2375500,5857981,911481,635151,141990,0.267854162851723,0.660528140078425,0.102775828335193,0.0716176970698525,0.0160103610117096
