ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2003,43,RS,Rio Grande do Sul,10504486,2578661,7104010,1177653,821815,150567,0.245481882692785,0.676283446900686,0.1121095311089,0.0782346704065292,0.0143335904298411
2004,43,RS,Rio Grande do Sul,10573529,2549502,7179596,1210005,844431,157406,0.241121199932397,0.6790160598226,0.114437194998945,0.0798627402450024,0.0148867989107516
2005,43,RS,Rio Grande do Sul,10638582,2519498,7251474,1245209,867610,164716,0.23682648683819,0.681620351283658,0.117046519921546,0.0815531618781526,0.015482890482961
2006,43,RS,Rio Grande do Sul,10699033,2486974,7320730,1283419,891329,172284,0.232448483895694,0.684242211422285,0.119956541866915,0.0833093046820213,0.0161027636796709
2007,43,RS,Rio Grande do Sul,10751080,2447625,7387751,1324435,915704,179905,0.227663174304349,0.687163615190288,0.123190879427927,0.0851732105053632,0.0167336676873393
2008,43,RS,Rio Grande do Sul,10798740,2405624,7451937,1368128,941179,187448,0.222768952674108,0.690074675378794,0.126693299403449,0.0871563719470975,0.0173583214337969
2009,43,RS,Rio Grande do Sul,10845002,2364032,7512390,1414484,968580,194957,0.217983546706584,0.692705266444395,0.130427269630748,0.0893111868490204,0.017976667961887
2010,43,RS,Rio Grande do Sul,10879460,2320373,7560464,1463513,998623,202752,0.213280162802198,0.694930079250257,0.1345207390808,0.0917897579475452,0.0186362190770498
2011,43,RS,Rio Grande do Sul,10908380,2279097,7597787,1515124,1031496,210924,0.208930840326428,0.696509197516038,0.138895418018074,0.0945599621575339,0.0193359600600639
2012,43,RS,Rio Grande do Sul,10944672,2242962,7634749,1569144,1066961,219238,0.204936429342058,0.69757677525649,0.143370582508092,0.097486795401452,0.0200314819850243
2013,43,RS,Rio Grande do Sul,10985031,2210264,7669690,1625604,1105077,227697,0.201206896912717,0.698194661444287,0.147983560537972,0.100598441642996,0.0207279342224888
2014,43,RS,Rio Grande do Sul,11027344,2181120,7700339,1684567,1145885,236292,0.197791961509499,0.698294983814779,0.15276271421296,0.103913054675722,0.0214278252315335
2015,43,RS,Rio Grande do Sul,11070711,2158295,7723501,1745469,1188915,244777,0.194955409819658,0.69765175877141,0.157665483273839,0.107392831408931,0.0221103233568287
2016,43,RS,Rio Grande do Sul,11109776,2137584,7738090,1807980,1234102,253239,0.192405679466445,0.69651179285703,0.162737754568589,0.111082527676526,0.0227942489569547
2017,43,RS,Rio Grande do Sul,11141074,2116118,7743704,1871689,1281252,261794,0.189938420658547,0.695059022137363,0.167998973887078,0.11500255720409,0.0234980936308295
2018,43,RS,Rio Grande do Sul,11167531,2096581,7740758,1936430,1330192,270567,0.187738990829755,0.693148557187797,0.173398220251191,0.119112451982448,0.0242280052770841
2019,43,RS,Rio Grande do Sul,11194346,2077273,7736041,2002505,1381032,279718,0.185564480497565,0.691066811763724,0.178885394466099,0.12336870773871,0.0249874356215182
2020,43,RS,Rio Grande do Sul,11220286,2057957,7729488,2068756,1432841,288983,0.183413952193375,0.688885113980161,0.184376405378615,0.127700933826464,0.0257554040957601
2021,43,RS,Rio Grande do Sul,11227789,2038051,7710973,2127374,1478765,295624,0.18151846280688,0.686775731179131,0.189473991718227,0.131705806013989,0.0263296718525793
2022,43,RS,Rio Grande do Sul,11220506,2020391,7678017,2182861,1522098,300324,0.180062378648521,0.684284380757873,0.19454211779754,0.135653240593606,0.0267656378420011
2023,43,RS,Rio Grande do Sul,11222292,2004411,7643099,2246270,1574782,308950,0.178609770624397,0.681063992988242,0.200161428699235,0.140326236387362,0.0275300268430014
2024,43,RS,Rio Grande do Sul,11229915,1987280,7608930,2314385,1633705,321920,0.176963049141512,0.677559002004913,0.206091052336549,0.145477948853575,0.0286662899941807
2025,43,RS,Rio Grande do Sul,11233263,1968733,7570861,2380658,1693669,336823,0.175259227884186,0.67396810704067,0.211929338786068,0.150772665075143,0.0299844310597909
2026,43,RS,Rio Grande do Sul,11233317,1945526,7533401,2443686,1754390,353398,0.173192477342178,0.670630144239676,0.217539129359565,0.156177378418147,0.031459808354024
2027,43,RS,Rio Grande do Sul,11230228,1916935,7498040,2502530,1815253,371250,0.170694219209085,0.66766587463763,0.222838752694959,0.161639906153286,0.0330580999780236
2028,43,RS,Rio Grande do Sul,11224137,1884779,7465522,2556930,1873836,390079,0.167921952485077,0.665131047491669,0.227806378343386,0.166947000023253,0.0347535850640455
2029,43,RS,Rio Grande do Sul,11215207,1849071,7434775,2607318,1931361,410005,0.164871767413655,0.662919106174322,0.232480595320265,0.172209126412023,0.036557952073466
2030,43,RS,Rio Grande do Sul,11203555,1808290,7408314,2654209,1986951,431131,0.161403233170186,0.661246720349032,0.236907749370624,0.177350046480782,0.0384816248056978
2031,43,RS,Rio Grande do Sul,11189162,1767288,7382549,2698258,2039325,453208,0.15794641278766,0.659794629839125,0.241149247816771,0.182258957373215,0.0405041950415947
2032,43,RS,Rio Grande do Sul,11172010,1729025,7355365,2740089,2087620,476044,0.154764003970637,0.658374365937732,0.245263743945807,0.186861630091631,0.0426104165678334
2033,43,RS,Rio Grande do Sul,11152222,1690229,7330389,2779613,2131604,499440,0.151559841617213,0.657303002038518,0.249242975973757,0.191137156344269,0.0447839004639613
2034,43,RS,Rio Grande do Sul,11129878,1653580,7304605,2817152,2171693,523457,0.148571260170147,0.656305936147728,0.253116161740497,0.195122803682125,0.0470316925306818
2035,43,RS,Rio Grande do Sul,11105054,1620478,7276169,2854116,2208407,548154,0.145922568228844,0.655212392483638,0.257010546729444,0.198865039287517,0.0493607685293561
2036,43,RS,Rio Grande do Sul,11077764,1591474,7243944,2892099,2242346,573224,0.143663829632045,0.653917523428013,0.261072451083089,0.202418646939942,0.0517454605460091
2037,43,RS,Rio Grande do Sul,11048022,1566507,7207419,2932186,2274096,598421,0.141790720547081,0.652371890642506,0.265403707559598,0.205837388810413,0.0541654424656287
2038,43,RS,Rio Grande do Sul,11015931,1542065,7170259,2974787,2303607,623652,0.139984990828283,0.650899047933398,0.270044084335677,0.209115961238319,0.0566136443665088
2039,43,RS,Rio Grande do Sul,10981590,1518750,7131607,3019466,2331233,649093,0.138299645133355,0.649414793304066,0.274957087270605,0.212285561562579,0.0591073788039801
2040,43,RS,Rio Grande do Sul,10945030,1497910,7088748,3065281,2358372,674826,0.136857550870121,0.647668211051043,0.280061452549696,0.215474238078836,0.061655929677671
2041,43,RS,Rio Grande do Sul,10906243,1478475,7041160,3110789,2386608,700706,0.135562264658875,0.645608208069452,0.285230120033086,0.218829527271674,0.0642481558498192
2042,43,RS,Rio Grande do Sul,10865232,1460258,6987943,3154858,2417031,726352,0.134397314295728,0.643147150470418,0.290362690828875,0.222455535233854,0.066851034566036
2043,43,RS,Rio Grande do Sul,10822129,1443160,6928917,3197368,2450052,750154,0.1333526887362,0.64025451923554,0.295447226696337,0.22639279202826,0.0693166751200249
2044,43,RS,Rio Grande do Sul,10777061,1427011,6864756,3238454,2485294,773045,0.132411888547351,0.636978486064058,0.300495097875014,0.230609625388592,0.071730595196594
2045,43,RS,Rio Grande do Sul,10730094,1411641,6796553,3277457,2521900,794513,0.131559052511562,0.633410387644321,0.305445320423102,0.235030559844117,0.0740452972732578
2046,43,RS,Rio Grande do Sul,10681274,1396900,6725860,3313549,2558514,813759,0.130780279580881,0.629687057929607,0.310220391312871,0.239532662489512,0.0761855748668183
2047,43,RS,Rio Grande do Sul,10630673,1382664,6653926,3346215,2594083,830280,0.130063637551451,0.625917662973925,0.314769817489448,0.244018699474624,0.0781022988854986
2048,43,RS,Rio Grande do Sul,10578433,1368868,6581030,3375114,2628535,844043,0.129401774345974,0.622117661472167,0.319056139978388,0.248480564181859,0.0797890386978865
2049,43,RS,Rio Grande do Sul,10524642,1355400,6507222,3400516,2662020,855477,0.128783477860815,0.618284403402985,0.323100396193999,0.2529321187362,0.0812832398479682
2050,43,RS,Rio Grande do Sul,10469314,1342120,6433290,3423320,2693904,865066,0.128195600972518,0.614490118454753,0.326986085239205,0.257314280572729,0.082628718557873
2051,43,RS,Rio Grande do Sul,10412471,1328910,6360150,3444787,2723411,873365,0.127626766019324,0.610820428695552,0.330832806160997,0.261552805285124,0.0838768242427758
2052,43,RS,Rio Grande do Sul,10354134,1315711,6288379,3465829,2750044,880898,0.127071080980795,0.607330270208981,0.334729007756709,0.265598648810224,0.0850769364197914
2053,43,RS,Rio Grande do Sul,10294379,1302445,6218475,3486619,2773459,887709,0.126520016408955,0.604065092221687,0.338691532534405,0.269414891369358,0.0862323992540007
2054,43,RS,Rio Grande do Sul,10233271,1289025,6150328,3506900,2793918,894141,0.125964122322178,0.601012911707312,0.342695898505962,0.273022965970509,0.0873758742439246
2055,43,RS,Rio Grande do Sul,10170813,1275392,6083144,3526553,2812277,901245,0.125397251920766,0.598098106808177,0.346732655491749,0.276504641271057,0.0886109104552409
2056,43,RS,Rio Grande do Sul,10107042,1261502,6015804,3545323,2829736,910199,0.124814164223321,0.595209162087186,0.350777507405233,0.279976673689493,0.0900559233849033
2057,43,RS,Rio Grande do Sul,10042053,1247394,5947524,3562916,2847135,921772,0.124217030123223,0.592261761613885,0.354799561404426,0.283521208262892,0.0917911905065627
2058,43,RS,Rio Grande do Sul,9975898,1233029,5878276,3579408,2864593,936201,0.123600802654558,0.589247805059755,0.358805593240829,0.287151392285687,0.0938462883241188
2059,43,RS,Rio Grande do Sul,9908602,1218375,5808442,3594661,2881785,953105,0.122961342074291,0.586201968754018,0.3627818535854,0.290836689171691,0.0961896542014706
2060,43,RS,Rio Grande do Sul,9840218,1203458,5738220,3607551,2898540,971750,0.122299932786042,0.58313951987649,0.366612914469984,0.294560547337468,0.0987528934826444
2061,43,RS,Rio Grande do Sul,9770762,1188379,5667858,3617450,2914525,991007,0.121626030804967,0.580083518562831,0.370232127238387,0.298290450632202,0.101425763927112
2062,43,RS,Rio Grande do Sul,9700311,1173228,5597699,3624270,2929384,1009971,0.120947462406102,0.577063869395528,0.373624103392149,0.30198866819837,0.104117383452964
2063,43,RS,Rio Grande do Sul,9628864,1158045,5527726,3628011,2943093,1028429,0.120268081468385,0.574078728290274,0.376784945763072,0.305653190241341,0.106806888123043
2064,43,RS,Rio Grande do Sul,9556419,1142878,5458073,3628756,2955468,1046370,0.119592705175443,0.571142077382752,0.379719223278092,0.309265217441805,0.10949394328566
2065,43,RS,Rio Grande do Sul,9483000,1127840,5389772,3626480,2965388,1063225,0.118932827164399,0.56836148898028,0.38241906569651,0.31270568385532,0.112119055151323
2066,43,RS,Rio Grande do Sul,9408657,1113053,5323358,3620552,2972246,1078334,0.118300943482157,0.565793609013486,0.384810712092066,0.315905447504357,0.114610831280171
2067,43,RS,Rio Grande do Sul,9333403,1098610,5258838,3607769,2975955,1091249,0.11770733568453,0.563442722873961,0.386543793298114,0.318849941441509,0.11691866299998
2068,43,RS,Rio Grande do Sul,9257282,1084590,5196151,3591810,2976541,1101634,0.117160738972843,0.561304171137922,0.387998334716389,0.321535089889235,0.119001884138346
2069,43,RS,Rio Grande do Sul,9180335,1071069,5135144,3575233,2974122,1109634,0.116669925443897,0.559363465494451,0.38944472069919,0.323966609061652,0.120870752537898
2070,43,RS,Rio Grande do Sul,9102614,1058122,5075749,3556693,2968743,1115907,0.116243751520168,0.557614439105075,0.390733145445913,0.326141809374758,0.122591927989037
2000,50,MS,Mato Grosso do Sul,2162474,664004,1386030,166523,112440,21527,0.307057564622742,0.640946434500484,0.0770057813411861,0.0519960008767736,0.0099548017687149
2001,50,MS,Mato Grosso do Sul,2194851,660380,1417433,172803,117038,22459,0.300876916018445,0.645799190924578,0.078731084706889,0.0533238930569774,0.01023258526433
2002,50,MS,Mato Grosso do Sul,2227484,657044,1448617,179257,121823,23405,0.294971366797696,0.650337780204033,0.0804751010557203,0.0546908529982707,0.0105073706477802
2003,50,MS,Mato Grosso do Sul,2260241,654140,1479422,185816,126679,24319,0.289411615840966,0.654541705950826,0.0822107023100634,0.0560466782082088,0.0107594721093901
2004,50,MS,Mato Grosso do Sul,2293097,651655,1509859,192538,131583,25247,0.284181175065861,0.658436603423231,0.0839641759594121,0.0573822215109086,0.0110100008852656
2005,50,MS,Mato Grosso do Sul,2326157,649513,1540073,199526,136571,26225,0.279221479891512,0.662067521667712,0.0857749498421646,0.0587109984407759,0.0112739595822638
2006,50,MS,Mato Grosso do Sul,2359753,647865,1570175,206863,141713,27274,0.274547802248795,0.665398031065116,0.0876629884568427,0.0600541666860896,0.0115579893319343
2007,50,MS,Mato Grosso do Sul,2392064,644807,1600249,214561,147008,28386,0.269560931480094,0.668982518862372,0.0896970147955908,0.0614565496575342,0.0118667393514555
2008,50,MS,Mato Grosso do Sul,2425369,642728,1630170,222703,152471,29551,0.265002150188281,0.672132776497102,0.0918223165217334,0.0628650733146173,0.0121841253846322
2009,50,MS,Mato Grosso do Sul,2459515,641710,1659697,231345,158108,30768,0.260909162985385,0.674806618378014,0.0940612275184335,0.0642842186366011,0.0125097834329126
2010,50,MS,Mato Grosso do Sul,2490254,639886,1686420,240573,163948,32037,0.256956117729356,0.67720802777548,0.0966058080822278,0.065835854495164,0.0128649527317294
2011,50,MS,Mato Grosso do Sul,2520122,638812,1711252,250460,170058,33364,0.253484553525583,0.679035380033189,0.0993840774375209,0.0674800664412279,0.0132390416019542
2012,50,MS,Mato Grosso do Sul,2552390,638863,1737034,261006,176493,34771,0.250299914981645,0.68055195326733,0.102259450945976,0.0691481317510255,0.0136229181277156
2013,50,MS,Mato Grosso do Sul,2585456,639284,1762791,272239,183381,36282,0.247261604916115,0.681810481400573,0.10529631910193,0.0709279136833116,0.0140331144680087
2014,50,MS,Mato Grosso do Sul,2619176,640594,1787808,284059,190774,37877,0.244578447572824,0.682584140966472,0.108453574712047,0.0728374114607037,0.0144614184002908
2015,50,MS,Mato Grosso do Sul,2652939,642982,1811367,296233,198590,39473,0.242365919457628,0.682777478110126,0.111662198037723,0.0748566024322459,0.0148789700780908
2016,50,MS,Mato Grosso do Sul,2684756,644322,1833596,308708,206838,41074,0.23999275911852,0.682965602833181,0.114985495888639,0.0770416380482994,0.0152989694407983
2017,50,MS,Mato Grosso do Sul,2715557,645493,1854428,321625,215636,42768,0.237701878472814,0.682890471457605,0.11843794845772,0.0794076500695806,0.0157492551251916
2018,50,MS,Mato Grosso do Sul,2746161,647246,1873902,335086,225013,44579,0.235691206742795,0.682371499704497,0.122019794178127,0.0819372935527087,0.0162332070115336
2019,50,MS,Mato Grosso do Sul,2777028,648500,1893614,349152,234914,46453,0.233523032536942,0.681885094424687,0.125728656679011,0.0845918730383705,0.0167275951124728
2020,50,MS,Mato Grosso do Sul,2806866,649058,1913102,363076,244706,48114,0.231239396536921,0.681579384267008,0.129352808434745,0.0871812191960713,0.0171415379287789
2021,50,MS,Mato Grosso do Sul,2831943,648928,1929723,375413,253292,49232,0.229145854983663,0.681413079288672,0.13256375569706,0.0894410657276647,0.0173845306914722
2022,50,MS,Mato Grosso do Sul,2854377,649743,1942513,388039,262121,50337,0.227630407616093,0.680538345145018,0.135945251801006,0.0918312472388896,0.0176350215826431
2023,50,MS,Mato Grosso do Sul,2878009,648972,1956223,402670,272814,52031,0.225493387963693,0.679713996724819,0.139912696589899,0.0947926153114879,0.018078817682641
2024,50,MS,Mato Grosso do Sul,2901895,646729,1970733,418084,284433,54072,0.222864369661893,0.67911933409031,0.14407275246003,0.0980162962477967,0.0186333413166224
2025,50,MS,Mato Grosso do Sul,2924631,644245,1983781,433732,296605,56307,0.220282490338097,0.678301296813171,0.14830315345765,0.101416212848732,0.0192526852105445
2026,50,MS,Mato Grosso do Sul,2946317,640161,1996896,449431,309260,58700,0.217274991116027,0.677760064514443,0.152539933754582,0.10496494436953,0.0199231786667898
2027,50,MS,Mato Grosso do Sul,2967004,634569,2010122,465078,322313,61212,0.213875343612614,0.677492177293998,0.15675004145596,0.108632479093388,0.020630912529946
2028,50,MS,Mato Grosso do Sul,2986726,628151,2023106,480630,335469,63877,0.210314237060916,0.677365784474371,0.160922026325816,0.112319978464714,0.0213869635179123
2029,50,MS,Mato Grosso do Sul,3005542,620380,2036282,496153,348880,66819,0.206412021525568,0.677509081556671,0.165079376698113,0.1160788969177609,0.0222319302142509
2030,50,MS,Mato Grosso do Sul,3023495,611115,2049924,511652,362456,70120,0.202122047498011,0.677998144531411,0.169225350132876,0.119879807970577,0.023191703640985
2031,50,MS,Mato Grosso do Sul,3040577,602278,2062254,527111,376045,73753,0.198080167020931,0.67824429376398,0.173358872345611,0.12367553921509,0.024256251362817
2032,50,MS,Mato Grosso do Sul,3056770,593024,2074210,542530,389536,77672,0.194003474255505,0.678562665820458,0.177484730614341,0.127433859924037,0.0254098280210811
2033,50,MS,Mato Grosso do Sul,3072122,582458,2086766,557841,402898,81846,0.189594684065281,0.679258831517759,0.181581655936841,0.13114648441696,0.0266415200958816
2034,50,MS,Mato Grosso do Sul,3086658,572088,2098388,573103,416182,86260,0.185342205064507,0.679825234930465,0.185671039681105,0.134832560005028,0.0279460827859776
2035,50,MS,Mato Grosso do Sul,3100394,562688,2108312,588571,429394,90927,0.181489191373742,0.680014217547834,0.18983748517124,0.138496591078424,0.0293275628839431
2036,50,MS,Mato Grosso do Sul,3113338,553912,2116915,604553,442511,95809,0.177915793273972,0.679950265599174,0.194181614717066,0.142133941126855,0.0307737226089811
2037,50,MS,Mato Grosso do Sul,3125500,545786,2124181,621253,455533,100877,0.174623580227164,0.679629179331307,0.19876915693489,0.145747240441529,0.0322754759238522
2038,50,MS,Mato Grosso do Sul,3136904,538389,2130116,638733,468399,106120,0.171630690642748,0.679050426790237,0.203618918526037,0.149318882567015,0.0338295338333593
2039,50,MS,Mato Grosso do Sul,3147565,531448,2134953,656867,481164,111569,0.16884417001714,0.678287183902477,0.208690527439465,0.152868646080383,0.0354461305803057
2040,50,MS,Mato Grosso do Sul,3157479,525171,2138229,675423,494079,117257,0.166326046824064,0.677195002722108,0.213912111529483,0.156478950453827,0.0371362723235847
2041,50,MS,Mato Grosso do Sul,3166644,519419,2139790,694030,507435,123141,0.16402822672836,0.675727994684594,0.219168937209235,0.160243778587047,0.0388869099273553
2042,50,MS,Mato Grosso do Sul,3175048,514144,2139475,712400,521429,129155,0.16193266999428,0.673840206510264,0.224374560636564,0.164227123495456,0.0406781251810996
2043,50,MS,Mato Grosso do Sul,3182709,509310,2137271,730467,536128,135112,0.160024054979579,0.671525734837838,0.229511086310436,0.168450210182583,0.0424518861133707
2044,50,MS,Mato Grosso do Sul,3189633,504840,2133376,748236,551417,141117,0.158275262389121,0.668846854794893,0.234583727971212,0.172877882815985,0.044242394030912
2045,50,MS,Mato Grosso do Sul,3195805,500657,2128064,765624,567084,147114,0.156660684866567,0.665892944031316,0.239571563346324,0.177446371102117,0.0460334720047062
2046,50,MS,Mato Grosso do Sul,3201207,496724,2121694,782530,582789,153007,0.155167722674604,0.662779382901512,0.244448422110785,0.182052894423885,0.0477966591976089
2047,50,MS,Mato Grosso do Sul,3205847,492988,2114598,798893,598261,158728,0.153777769182372,0.65960664997425,0.249198729696083,0.186615580843378,0.0495120322336032
2048,50,MS,Mato Grosso do Sul,3209727,489404,2106887,814625,613436,164272,0.152475272819153,0.656406915603726,0.25379884332842,0.191117811577122,0.0511794305247767
2049,50,MS,Mato Grosso do Sul,3212831,485893,2098601,829743,628337,169690,0.15123515678229,0.65319370984655,0.25825914901842,0.195571133371161,0.0528163479498299
2050,50,MS,Mato Grosso do Sul,3215143,482401,2089864,844342,642878,175004,0.150040293697668,0.650006547142693,0.26261413566986,0.199953159159639,0.0544311714906615
2051,50,MS,Mato Grosso do Sul,3216656,478910,2080777,858575,656969,180214,0.148884431533866,0.646875823836929,0.266915392880059,0.204239744629205,0.0560252635034645
2052,50,MS,Mato Grosso do Sul,3217365,475385,2071425,872553,670555,185337,0.147756005302476,0.643826547500828,0.271201122657827,0.208417447196697,0.0576052142047918
2053,50,MS,Mato Grosso do Sul,3217259,471783,2061922,886289,683554,190348,0.14664128688427,0.64089400324935,0.275479530867736,0.21246470986638,0.0591646491625325
2054,50,MS,Mato Grosso do Sul,3216333,468061,2052286,899740,695986,195309,0.145526287234562,0.638082561724796,0.279740934785049,0.216391151040642,0.0607241227820627
2055,50,MS,Mato Grosso do Sul,3214575,464193,2042434,912836,707948,200407,0.144402603765661,0.635366728105582,0.283967865114362,0.220230668128757,0.0623432335534246
2056,50,MS,Mato Grosso do Sul,3212007,460192,2032229,925510,719586,205867,0.14327241503521,0.632697562614278,0.288140717003419,0.224030022350512,0.0640929487389037
2057,50,MS,Mato Grosso do Sul,3208634,456048,2021576,937681,731010,211834,0.142131511415761,0.630042566400531,0.292236821027266,0.227825922183708,0.0660199948015261
2058,50,MS,Mato Grosso do Sul,3204455,451749,2010478,949361,742228,218350,0.140975298451687,0.627400915288247,0.296262859050915,0.231623786260066,0.0681395120231053
2059,50,MS,Mato Grosso do Sul,3199467,447290,1998983,960549,753194,225325,0.139801410672465,0.624786253460342,0.300221568154946,0.235412335867193,0.0704257927961126
2060,50,MS,Mato Grosso do Sul,3193683,442698,1987145,971210,763840,232594,0.138616763154014,0.622211096091879,0.304103444205327,0.239172140754107,0.0728293947771272
2061,50,MS,Mato Grosso do Sul,3187126,437998,1975039,981522,774089,239894,0.13742726205365,0.619692789051955,0.307964605101901,0.242879948894396,0.0752696943892397
2062,50,MS,Mato Grosso do Sul,3179822,433216,1962740,991440,783866,247017,0.136239072501543,0.61724838685939,0.311791037359953,0.246512540639067,0.077682650160921
2063,50,MS,Mato Grosso do Sul,3171802,428378,1950257,1000910,793167,253917,0.135058241340412,0.614873500931016,0.315565095173028,0.250068257728572,0.0800544926827084
2064,50,MS,Mato Grosso do Sul,3163052,423515,1937541,1009882,801996,260594,0.133894415899581,0.612554267207747,0.319274548758604,0.253551316892672,0.0823868845659192
2065,50,MS,Mato Grosso do Sul,3153623,418665,1924633,1018278,810325,266995,0.132756832379774,0.610292669732558,0.322891480687451,0.256950497887668,0.0846629416388706
2066,50,MS,Mato Grosso do Sul,3143519,413860,1911347,1026218,818312,273049,0.131655001926185,0.608027818505312,0.326455160601861,0.260317179568503,0.0868609351494297
2067,50,MS,Mato Grosso do Sul,3132773,409124,1897721,1031920,825928,278709,0.130594843609799,0.605763966939194,0.329395075864099,0.263641189451007,0.0889655905486928
2068,50,MS,Mato Grosso do Sul,3121396,404498,1883787,1037764,833111,283918,0.129588812185317,0.603507853537327,0.332467908589618,0.266903334277355,0.0909586608043324
2069,50,MS,Mato Grosso do Sul,3109417,400011,1869578,1044105,839828,288687,0.128645016091441,0.601263194997647,0.335788027144638,0.270091788910912,0.0928428062238034
2070,50,MS,Mato Grosso do Sul,3096870,395697,1855166,1049434,846007,293107,0.127773203266524,0.599045487863553,0.338869245399387,0.273181308869923,0.0946462072996283
2000,51,MT,Mato Grosso,2628097,857375,1670814,155087,99908,17793,0.326234153457806,0.635750506925734,0.0590111399997793,0.0380153396164601,0.0067702980521647
2001,51,MT,Mato Grosso,2681943,857181,1720158,161893,104604,18422,0.319611938061323,0.641384995877988,0.0603640718687906,0.0390030660606881,0.0068689006440479
2002,51,MT,Mato Grosso,2733393,855507,1768268,168868,109618,19057,0.312983533652131,0.646913195431466,0.0617796270057032,0.0401032709164032,0.0069719209787981
2003,51,MT,Mato Grosso,2782719,852728,1815146,176046,114845,19720,0.306436977646683,0.652292236478063,0.0632640234245714,0.0412707858752537,0.0070865940829814
2004,51,MT,Mato Grosso,2830188,849148,1860820,183507,120220,20426,0.300032365341101,0.657489891130907,0.0648391555613973,0.0424777435279918,0.0072171883987918
2005,51,MT,Mato Grosso,2876158,844853,1905512,191443,125793,21233,0.293743598230695,0.662519931102533,0.0665620595252417,0.0437364706667714,0.0073824177948499
2006,51,MT,Mato Grosso,2923828,842718,1949502,199961,131608,22164,0.28822420470698,0.666763571591763,0.0683901378603666,0.0450122237012574,0.0075804732699734
2007,51,MT,Mato Grosso,2967696,837216,1992828,209014,137652,23193,0.282109757872774,0.671506785061543,0.0704297205643705,0.0463834570656833,0.0078151535736814
2008,51,MT,Mato Grosso,3010046,830431,2035729,218571,143886,24292,0.275886481469054,0.676311591251429,0.0726138404529366,0.0478019272795167,0.0080703085600685
2009,51,MT,Mato Grosso,3053540,824489,2078704,228722,150347,25439,0.270010872626525,0.680752176162749,0.0749038820516515,0.0492369512107259,0.0083309863306195
2010,51,MT,Mato Grosso,3093944,817793,2119030,239572,157121,26635,0.264320556545303,0.684896042074453,0.0774325585724887,0.0507834013802448,0.0086087530996036
2011,51,MT,Mato Grosso,3133302,811493,2157508,251248,164301,27906,0.25898971755675,0.688573268711411,0.0801863337782314,0.0524370137318394,0.0089062592753587
2012,51,MT,Mato Grosso,3176859,807220,2197688,263807,171951,29279,0.254093744796354,0.691780151401117,0.0830401978809887,0.0541261038025295,0.0092163360098764
2013,51,MT,Mato Grosso,3223484,804713,2238575,277279,180196,30797,0.249640761362551,0.694458232148818,0.0860184198215347,0.0559010064886316,0.0095539484607337
2014,51,MT,Mato Grosso,3274085,805562,2279419,291591,189104,32463,0.246041871240362,0.696200312453708,0.0890603023440137,0.0577578163059298,0.0099151365954152
2015,51,MT,Mato Grosso,3327512,809195,2319609,306713,198708,34272,0.243183195131978,0.697100115641957,0.0921748742003034,0.0597166892260644,0.0102995871990845
2016,51,MT,Mato Grosso,3380091,812539,2358502,322633,209050,36255,0.240389681816259,0.697762870881287,0.0954509804617686,0.0618474473024543,0.0107260425828772
2017,51,MT,Mato Grosso,3433278,817062,2396111,339343,220105,38396,0.237983058756093,0.69790765559911,0.0988393599353155,0.0641092856447978,0.011183481209503
2018,51,MT,Mato Grosso,3490648,825420,2433361,356828,231867,40644,0.236466123195464,0.697108674377938,0.102223999669975,0.0664252024265982,0.0116436833504839
2019,51,MT,Mato Grosso,3551996,835460,2472156,375228,244380,42994,0.235208598207881,0.695990648638118,0.105638632475937,0.0688007531540013,0.0121041802975003
2020,51,MT,Mato Grosso,3611987,844887,2510622,393165,256478,45004,0.233911971443973,0.695080574763973,0.108850059537867,0.0710074537920541,0.0124596240241175
2021,51,MT,Mato Grosso,3666669,850616,2548760,409443,267293,46396,0.231986034190706,0.695115921289868,0.111666201666963,0.0728980445194262,0.0126534464932613
2022,51,MT,Mato Grosso,3720967,858636,2582875,427203,279456,48056,0.230756144840844,0.694140797271247,0.114809671786931,0.0751030578879092,0.0129149223844232
2023,51,MT,Mato Grosso,3778389,867064,2617141,447976,294184,50434,0.229479812692658,0.692660549244665,0.118562699605573,0.077859638062677,0.0133480168399813
2024,51,MT,Mato Grosso,3836399,874268,2652153,469797,309978,53165,0.227887662362544,0.691313129838685,0.122457804832083,0.0807992077987717,0.013858047611836
2025,51,MT,Mato Grosso,3893659,881706,2685425,492230,326528,56149,0.226446640550701,0.689691881081523,0.126418363806384,0.0838614783677769,0.014420625945929
2026,51,MT,Mato Grosso,3950330,888649,2717922,515118,343759,59346,0.2249556366177,0.688024038498049,0.13039872618237,0.0870203248842502,0.0150230487073232
2027,51,MT,Mato Grosso,4006413,894226,2750595,538351,361592,62727,0.22319865675356,0.686548041851901,0.134372317581837,0.0902533013945392,0.0156566484783271
2028,51,MT,Mato Grosso,4061869,898638,2783259,561904,379972,66320,0.221237563299063,0.685216337602222,0.138336317591729,0.0935460990987154,0.0163274591081101
2029,51,MT,Mato Grosso,4116731,900137,2817663,585833,398931,70233,0.218653344121829,0.684441854471424,0.142305387454269,0.0969048014067472,0.0170603811616547
2030,51,MT,Mato Grosso,4171009,899338,2853278,610149,418393,74527,0.215616413198821,0.684073805642711,0.14628330938629,0.100309781158468,0.0178678588322394
