ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,0-1_T,0-1_H,0-1_M,0-4_T,0-4_H,0-4_M,0-14_T,0-14_H,0-14_M,15-17_T,15-17_H,15-17_M,18-21_T,18-21_H,18-21_M,15-59_T,15-59_H,15-59_M,15-64_T,15-64_H,15-64_M,60+_T,60+_H,60+_M,65+_T,65+_H,65+_M,80+_T,80+_H,80+_M,P_H,P_M,P_0-1_T,P_0-1_H,P_0-1_M,P_0-4_T,P_0-4_H,P_0-4_M,P_0-14_T,P_0-14_H,P_0-14_M,P_15-17_T,P_15-17_H,P_15-17_M,P_18-21_T,P_18-21_H,P_18-21_M,P_15-59_T,P_15-59_H,P_15-59_M,P_15-64_T,P_15-64_H,P_15-64_M,P_60+_T,P_60+_H,P_60+_M,P_65+_T,P_65+_H,P_65+_M,P_80+_T,P_80+_H,P_80+_M
2030,0,BR,Brasil,216973093,105648021,111325072,2248982,1150891,1098091,11547274,5908940,5638334,38485050,19695490,18789560,8791532,4499499,4292033,11548891,5900341,5648550,137244306,67804582,69439724,148758847,73146584,75612263,41243737,18147949,23095788,29729196,12805947,16923249,6259435,2430789,3828646,0.486917615171758,0.513082384828242,0.010365257594406,0.00530430287040246,0.0050609547240035,0.0532198432549422,0.0272335150792177,0.0259863281757245,0.177372454196429,0.0907738822711994,0.0865985719252295,0.0405189965190753,0.0207375897987498,0.0197814067203255,0.0532272957919257,0.0271938834369661,0.0260334123549596,0.632540671759701,0.312502260360919,0.320038411398781,0.685609652990475,0.337122833935911,0.348486819054564,0.190086874043871,0.0836414725396388,0.106445401504232,0.137017892813096,0.0590208989646472,0.0779969938484492,0.0288488997112651,0.01120318176964,0.0176457179416251
2031,0,BR,Brasil,217562970,105909034,111653936,2222783,1137492,1085291,11387815,5827272,5560543,37780666,19334007,18446659,8815976,4511302,4304674,11522317,5888274,5634043,137384339,67923891,69460448,149021283,73330528,75690755,42397965,18651136,23746829,30761021,13244499,17516522,6571278,2552943,4018335,0.486797151187999,0.513202848812001,0.0102167340333697,0.00522833458285663,0.00498839945051311,0.0523426160251444,0.0267843006555757,0.0255583153695686,0.173653935685838,0.0888662578930596,0.0847876777927788,0.0405214913181228,0.0207356150727304,0.0197858762453923,0.0529608370395017,0.0270646884439939,0.0258961485955078,0.631469312080084,0.312203363467597,0.319265948612487,0.684957017271827,0.337054269851161,0.347902747420666,0.194876752234077,0.0857275298273415,0.109149222406736,0.141389047042334,0.0608766234437781,0.0805124235985563,0.0302040278269781,0.0117342716915475,0.0184697561354306
2032,0,BR,Brasil,218096284,106142763,111953521,2198245,1124948,1073297,11242466,5752868,5489598,37115134,18992599,18122535,8747794,4475812,4271982,11570788,5913720,5657068,137425210,67993417,69431793,149203771,73473734,75730037,43555940,19156747,24399193,31777379,13676430,18100949,6898087,2679919,4218168,0.486678457116674,0.513321542883326,0.0100792409649676,0.00515803377924587,0.0049212071857217,0.051548177684678,0.0263776525417554,0.0251705251429227,0.170177745898688,0.0870835515932037,0.0830941943054839,0.0401097801372902,0.0205221836792047,0.0195875964580855,0.0530535770155534,0.027115180009211,0.0259383970063424,0.630112569914304,0.31175871387153,0.318353856042774,0.684118813321918,0.336886684415036,0.347232128906882,0.199709684187008,0.0878361916519403,0.111873492535068,0.145703440779394,0.0627082211084348,0.0829952196709596,0.031628631508458,0.0122877792819249,0.0193408522265331
2033,0,BR,Brasil,218574144,106349934,112224210,2175399,1113266,1062133,11109355,5684767,5424588,36385497,18618573,17766924,8661869,4431381,4230488,11665282,5961861,5703421,137475350,68068515,69406835,149413458,73630752,75782706,44713297,19662846,25050451,32775189,14100609,18674580,7238414,2811200,4427214,0.486562280669392,0.513437719330608,0.00995268223491247,0.00509331057931536,0.0048593716555971,0.0508264829347793,0.0260084147921906,0.0248180681425887,0.166467526003442,0.0851819554649611,0.0812855705384805,0.0396289736813518,0.020274040281727,0.0193549333996248,0.0533699081992058,0.0272761493692502,0.0260937588299557,0.628964375585065,0.311420709487029,0.317543666098036,0.683582491806533,0.336868536472457,0.346713955334076,0.204568098411494,0.0899596157174016,0.114608482694092,0.149949982190025,0.0645117887319737,0.0854381934580515,0.0331165153733829,0.0128615395606902,0.0202549758126926
2034,0,BR,Brasil,218997707,106531317,112466390,2154526,1102598,1051928,10986850,5622125,5364725,35667255,18250708,17416547,8607626,4403039,4204587,11678403,5967896,5710507,137457746,68109475,69348271,149571434,73760986,75810448,45872706,20171134,25701572,33759018,14519623,19239395,7594670,2948326,4646344,0.486449463144379,0.513550536855621,0.00983812127311452,0.005034746779335,0.00480337449377952,0.0501687901234509,0.0256720724477723,0.0244967176756787,0.162865883340048,0.0833374387796672,0.0795284445603807,0.0393046398426446,0.020105411423326,0.0191992284193186,0.0533265994424316,0.0272509519928444,0.0260756474495872,0.62766751251875,0.311005425275982,0.316662087242767,0.682981735511961,0.336811681777106,0.346170053734855,0.209466604141202,0.0921065990887293,0.117360005052473,0.154152381147991,0.0663003425876053,0.0878520385603855,0.0346792215500229,0.0134628167590814,0.0212164047909415
2035,0,BR,Brasil,219367247,106687253,112679994,2135115,1092675,1042440,10873117,5563985,5309132,35038916,17928995,17109921,8507346,4351160,4156186,11639863,5947515,5692348,137276713,68068253,69208460,149594746,73822272,75772474,47051618,20690005,26361613,34733585,14935986,19797599,7968781,3092502,4876279,0.48634084832181,0.51365915167819,0.00973306192788206,0.00498103073700879,0.00475203119087327,0.0495658178178258,0.025363790976508,0.0242020268413178,0.15972719938451,0.081730500998629,0.0779966983858807,0.0387812953681276,0.0198350485749589,0.0189462467931687,0.0530610798065037,0.0271121376656562,0.0259489421408475,0.625784910360843,0.310293600940345,0.315491309420499,0.681937472643763,0.336523674384262,0.3454137982595,0.214487890254647,0.0943167463828363,0.120171143871811,0.158335327971728,0.0680866729389187,0.090248655032809,0.0363262114512473,0.0140973734333275,0.0222288380179198
2036,0,BR,Brasil,219681891,106817516,112864375,2116131,1082972,1033159,10766566,5509525,5257041,34483378,17644791,16838587,8274125,4231243,4042882,11613303,5933364,5679939,136928307,67944081,68984226,149495429,73821268,75674161,48270206,21228644,27041562,35703084,15351457,20351627,8357822,3242514,5115308,0.486237238371186,0.513762761628814,0.00963270568351034,0.00492972814040462,0.00470297754310573,0.049009802086964,0.0250795592432332,0.0239302428437308,0.156969597462178,0.0803197337735954,0.0766498636885823,0.0376641195245356,0.0192607728417633,0.0184033466827723,0.0528641798699739,0.0270088898679409,0.025855290002033,0.623302659935679,0.309283940932573,0.314018719003106,0.680508658767873,0.33603711104253,0.344471547725343,0.219727742602143,0.0966335636650178,0.123094178937125,0.16252174376995,0.0698803935550609,0.0926413502148887,0.0380451113287258,0.0147600422831393,0.0232850690455865
2037,0,BR,Brasil,219940741,106921810,113018931,2096926,1073155,1023771,10665345,5457784,5207561,33997686,17396265,16601421,7984149,4082682,3901467,11495731,5872719,5623012,136402396,67732961,68669435,149271248,73757634,75513614,49540659,21792584,27748075,36671807,15767911,20903896,8758972,3397070,5361902,0.486139173278497,0.513860826721503,0.00953404990119589,0.00487929155426461,0.00465475834693128,0.0484919026439035,0.0248147931810414,0.0236771094628621,0.154576572968807,0.0790952368392721,0.075481336129535,0.0363013644661677,0.0185626454718546,0.0177387189943131,0.0522674014270053,0.0267013695293497,0.0255660318976556,0.620177941475609,0.307960047292921,0.312217894182688,0.678688483640236,0.335352302918721,0.343336180721515,0.225245485555584,0.0990838891463042,0.12616159640928,0.166734943390956,0.0716916335205036,0.0950433098704528,0.0398242361109441,0.0154453876282976,0.0243788484826465
2038,0,BR,Brasil,220144140,107000506,113143634,2078343,1063659,1014684,10568366,5408224,5160142,33559616,17171906,16387710,7737156,3956465,3780691,11332818,5788941,5543877,135718281,67445436,68272845,148948749,73644990,75303759,50866243,22383164,28483079,37635775,16183610,21452165,9170052,3555054,5614998,0.486047486887455,0.513952513112545,0.00944082817739323,0.00483164802842356,0.00460918014896967,0.0480065742381333,0.0245667406818097,0.0234398335563236,0.152443830664764,0.0780030120265749,0.0744408186381886,0.0351458639780282,0.0179721567878209,0.0171737071902073,0.051479080933065,0.0262961394293757,0.0251829415036894,0.616497359411884,0.306369435952281,0.310127923459602,0.676596474473497,0.334530776063356,0.342065698410142,0.231058809923353,0.101675038908599,0.129383771014754,0.170959694861739,0.0735136987975242,0.097445996064215,0.0416547631020294,0.0161487559923239,0.0255060071097055
2039,0,BR,Brasil,220292836,107054130,113238706,2060737,1054662,1006075,10474635,5360320,5114315,33144508,16959407,16185101,7541352,3856567,3684785,11141291,5690429,5450862,134911358,67098710,67812648,148550344,73494367,75055977,52236970,22996013,29240957,38597984,16600356,21997628,9592604,3717285,5875319,0.485962829948769,0.514037170051231,0.0093545347974911,0.00478754561042557,0.00456698918706553,0.0475486865128923,0.0243327023126617,0.0232159842002306,0.150456585887341,0.0769857400174375,0.0734708458699038,0.0342333057076808,0.017506547512058,0.0167267581956228,0.0505749129308953,0.025831203153606,0.0247437097772894,0.612418272194744,0.304588706643188,0.307829565551555,0.674331252424387,0.333621230424397,0.340710021999989,0.237125141917915,0.104388383288143,0.132736758629772,0.175212161688272,0.0753558595069338,0.0998563021813383,0.0435447841799086,0.0168742890939949,0.0266704950859137
2040,0,BR,Brasil,220386440,107082617,113303823,2043253,1045725,997528,10382826,5313404,5069422,32761971,16763639,15998332,7384432,3776430,3608002,10819904,5525855,5294049,133991254,66696429,67294825,148048781,73292706,74756075,53633215,23622549,30010666,39575688,17026272,22549416,10027368,3884299,6143069,0.485885687885334,0.514114312114666,0.00927122830243095,0.00474496071536888,0.00452626758706207,0.0471119094260064,0.024109486953916,0.0230024224720904,0.148656927349977,0.0760647479037277,0.0725921794462491,0.0335067438813386,0.0171354916391408,0.0163712522421978,0.0490951439662077,0.0250734800199141,0.0240216639462936,0.607983204411306,0.302633995993583,0.305349208417723,0.671769011741376,0.332564498977342,0.339204512764034,0.243359868238717,0.107186943988024,0.136172924250693,0.179574060908648,0.0772564410042651,0.102317619904382,0.045499024350137,0.0176249455275016,0.0278740788226354
2041,0,BR,Brasil,220425299,107086272,113339027,2025224,1036512,988712,10292025,5267012,5025013,32404644,16580840,15823804,7250644,3707839,3542805,10464755,5344599,5120156,132994497,66255497,66739000,147431686,73035142,74396544,55026158,24249935,30776223,40588969,17470290,23118679,10471907,4054905,6417002,0.485816612184793,0.514183387815207,0.00918780198637725,0.00470232774868551,0.00448547423769175,0.0466916685457235,0.0238947708084996,0.0227968977372239,0.147009640667426,0.0752220370130926,0.0717876036543337,0.0328938830202063,0.0168212950909959,0.0160725879292104,0.0474752900301158,0.0242467585356434,0.0232285314944724,0.603354050571119,0.300580275043655,0.302773775527463,0.668851019682636,0.331337384280921,0.337513635401715,0.249636308761455,0.110014300128045,0.13962200863341,0.184139339649937,0.0792571908907788,0.104882148759159,0.0475077363964469,0.0183958239748152,0.0291119124216318
2042,0,BR,Brasil,220410205,107065665,113344540,2006805,1027101,979704,10202128,5221085,4981043,32067857,16408613,15659244,7118868,3640341,3478527,10178208,5198415,4979793,131949371,65789107,66160264,146692237,72719217,73973020,56392977,24867945,31525032,41650111,17937835,23712276,10922339,4227600,6694739,0.485756387731684,0.514243612268316,0.00910486426887539,0.00465995211065658,0.00444491215821881,0.0462870038163614,0.0236880365861463,0.0225989672302151,0.145491707155755,0.0744457952842973,0.071045911871458,0.0322982685851592,0.0165162089477663,0.0157820596373929,0.046178478895748,0.0235851829092941,0.022593295986454,0.598653637657113,0.298484850100294,0.300168787556819,0.665541947116287,0.329926724581559,0.335615222534728,0.255854655187132,0.112825742347093,0.143028912840038,0.188966345727958,0.0813838678658277,0.10758247786213,0.0495545975287306,0.0191806000997095,0.030373997429021
2043,0,BR,Brasil,220341694,107021158,113320536,1988681,1017836,970845,10112750,5175425,4937325,31748291,16245249,15503042,7002163,3580591,3421572,9933316,5073684,4859632,130865026,65301520,65563506,145830811,72345642,73485169,57728377,25474389,32253988,42762592,18430267,24332325,11372247,4400359,6971888,0.485705433489133,0.514294566510867,0.00902544118590647,0.00461935270407788,0.00440608848182859,0.0458957622428009,0.023488178319987,0.022407583922814,0.144086624840054,0.0737275306597216,0.0703590941803325,0.0317786564716163,0.0162501746038133,0.015528481867803,0.0450814179544249,0.023026436385662,0.0220549815687629,0.593918579930678,0.296364790587477,0.297553789343201,0.661839383879839,0.32833387402386,0.333505509855978,0.261994795229268,0.115613112241935,0.146381682987333,0.194073991280107,0.0836440288055514,0.110429962474556,0.0516118706067495,0.0199706143677011,0.0316412562390484
2044,0,BR,Brasil,220220282,106953032,113267250,1970850,1008723,962127,10023192,5129672,4893520,31442626,16089036,15353590,6897131,3526839,3370292,9734257,4972236,4762021,129745733,64795014,64950719,144860448,71920485,72939963,59031923,26068982,32962941,43917208,18943511,24973697,11824827,4574390,7250437,0.485663859062718,0.514336140937282,0.00894944817117253,0.00458051815590718,0.00436893001526535,0.0455143909042856,0.0232933676835451,0.0222210232207404,0.142778066191015,0.0730588293407053,0.0697192368503097,0.0313192360729063,0.0160150507844686,0.0153041852884377,0.0442023637041751,0.0225784653204649,0.0216238983837102,0.589163413204602,0.294228185576477,0.294935227628126,0.657797940700121,0.326584292540321,0.3312136481598,0.268058520604383,0.118376844145536,0.149681676458847,0.199423993108864,0.0860207371816916,0.113403255927172,0.0536954493592012,0.020771883309095,0.0329235660501061
2045,0,BR,Brasil,220045691,106861156,113184535,1952779,999488,953291,9933056,5083623,4849433,31147307,15938144,15209163,6802566,3478473,3324093,9562751,4884579,4678172,128607925,64277774,64330151,143802877,71453460,72349417,60290459,26645238,33645221,45095507,19469552,25625955,12275056,4748132,7526924,0.485631668197493,0.514368331802507,0.00887442508474297,0.00454218392306532,0.00433224116167764,0.0451408794003605,0.0231025791820663,0.0220383002182942,0.141549270328588,0.0724310661461669,0.0691182041824214,0.0309143340598294,0.0158079578118165,0.015106376248013,0.0434580243609497,0.0221980215917975,0.0212600027691522,0.584460092881346,0.292111032521877,0.292349060359469,0.653513715022031,0.324721014418774,0.328792700603258,0.273990636790066,0.121089569529448,0.152901067260617,0.20493701464938,0.0884795876325522,0.116457427016828,0.055784123489153,0.0215779367386022,0.0342061867505508
2046,0,BR,Brasil,219817347,106745265,113072082,1934024,989902,944122,9842172,5037192,4804980,30859621,15791181,15068440,6716933,3434706,3282227,9396788,4799829,4596959,127469189,63758761,63710428,142687553,70957744,71729809,61488537,27195323,34293214,46270173,19996340,26273833,12713966,4918132,7795834,0.48560892239319,0.51439107760681,0.00879832290942898,0.00450329336383084,0.00429502954559815,0.0447743189257943,0.0229153525358488,0.0218589663899456,0.140387560040928,0.071837738083519,0.068549821957409,0.0305568832108596,0.015625272740645,0.0149316104702146,0.0427481640018156,0.0218355332984708,0.0209126307033448,0.579886850331243,0.290053364168752,0.289833486162491,0.649118711272591,0.3228032044259,0.326315506846691,0.279725589627829,0.123717820140919,0.15600776948691,0.210493728686481,0.0909679798837714,0.119525748802709,0.0578387746623109,0.0223737210330357,0.0354650536292752
2047,0,BR,Brasil,219535230,106605329,112929901,1914865,980112,934753,9750554,4990386,4760168,30577486,15647059,14930427,6638283,3394549,3243734,9249459,4724630,4524829,126341799,63244245,63097554,141538223,70444053,71094170,62615945,27714025,34901920,47419521,20514217,26905304,13135618,5082134,8053484,0.485595542000252,0.514404457999748,0.0087223585936526,0.00446448617836873,0.00425787241528387,0.0444145297317428,0.022731595288829,0.0216829344429138,0.139282820347331,0.0712735673449769,0.0680092530023541,0.0302378939362033,0.0154624339792752,0.0147754599569281,0.0421320031413637,0.0215210560965545,0.0206109470448092,0.575496693628626,0.288082441255556,0.28741425237307,0.644717583596947,0.320878125119144,0.323839458477803,0.285220486024043,0.126239533399719,0.158980952624324,0.215999596055722,0.0934438495361314,0.122555746519591,0.0598337588003529,0.0231495145448865,0.0366842442554664
2048,0,BR,Brasil,219199916,106441602,112758314,1895555,970241,925314,9657732,4942959,4714773,30299046,15504838,14794208,6564991,3357139,3207852,9117056,4657105,4459951,125236260,62739115,62497145,140361911,69915490,70446421,63664610,28197649,35466961,48538959,21021274,27517685,13539040,5239863,8299177,0.485591436084309,0.514408563915691,0.00864760824087177,0.00442628363051015,0.00422132461036162,0.0440590132342934,0.0225500040793811,0.0215090091549123,0.138225627787193,0.0707337771060095,0.0674918506811837,0.0299497879369625,0.0153154210150336,0.0146343669219289,0.041592424697827,0.0212459251124896,0.0203464995853374,0.571333521861386,0.286218700010816,0.28511482185057,0.64033743060376,0.318957649600559,0.321379781003201,0.290440850351421,0.128638958967484,0.161801891383936,0.221436941609047,0.0959000093777408,0.125536932231306,0.0617657171000011,0.0239044936495322,0.0378612234504688
2049,0,BR,Brasil,218811421,106254053,112557368,1875672,960079,915593,9562852,4894486,4668366,30021715,15363196,14658519,6497090,3322498,3174592,8997061,4595945,4401116,124152053,62242968,61909085,139161280,69373515,69787765,64637653,28647889,35989764,49628426,21517342,28111084,13928785,5393477,8535308,0.485596467105801,0.514403532894199,0.00857209368426888,0.00438770058533645,0.00418439309893244,0.0437036236787658,0.0223685124735788,0.021335111205187,0.137203601451864,0.0702120388862152,0.0669915625656487,0.0296926457051801,0.0151842988122636,0.0145083468929165,0.0411178765664156,0.0210041367082023,0.0201137398582133,0.567392928726513,0.284459411284569,0.282933517441944,0.635987277830438,0.317047047557906,0.318940230272532,0.295403469821623,0.130925016935016,0.164478452886607,0.226809120717698,0.0983373806616794,0.128471740056018,0.0636565721128423,0.0246489738760026,0.0390075982368397
